"","area","year","species","mark","month","day","date","fish"
"44","10",2020,"Coho","U","Jun","21",18434,40.4694835680751
"45","10",2020,"Coho","M","Jun","22",18435,141.643192488263
"46","10",2020,"Coho","U","Jun","22",18435,40.4694835680751
"47","10",2020,"Coho",NA,"Jun","23",18436,20.2347417840376
"48","10",2020,"Coho","M","Jun","23",18436,111.291079812207
"49","10",2020,"Coho","U","Jun","23",18436,101.173708920188
"50","10",2020,"Coho","M","Jun","24",18437,30.3521126760563
"51","10",2020,"Coho","U","Jun","24",18437,60.7042253521127
"52","10",2020,"Coho",NA,"Jun","25",18438,20.2347417840376
"53","10",2020,"Coho","M","Jun","25",18438,80.9389671361503
"54","10",2020,"Coho","U","Jun","25",18438,60.7042253521127
"55","10",2020,"Coho","M","Jun","26",18439,141.643192488263
"56","10",2020,"Coho","U","Jun","26",18439,182.112676056338
"57","10",2020,"Coho","M","Jun","27",18440,80.9389671361503
"58","10",2020,"Coho","U","Jun","27",18440,80.9389671361503
"59","10",2020,"Coho",NA,"Jun","28",18441,10.1173708920188
"60","10",2020,"Coho","M","Jun","28",18441,20.2347417840376
"61","10",2020,"Coho","U","Jun","28",18441,30.3521126760563
"62","10",2020,"Coho","M","Jun","29",18442,80.9389671361503
"63","10",2020,"Coho","U","Jun","29",18442,10.1173708920188
"64","10",2020,"Coho","M","Jun","30",18443,10.1173708920188
"65","10",2020,"Coho","U","Jun","30",18443,10.1173708920188
"66","05",2020,"Coho",NA,"Jul","01",18444,23.85
"67","05",2020,"Coho","M","Jul","01",18444,119.25
"68","06",2020,"Coho","M","Jul","01",18444,1
"69","10",2020,"Coho","M","Jul","01",18444,29.4609375
"70","05",2020,"Coho","M","Jul","02",18445,35.775
"71","10",2020,"Coho",NA,"Jul","02",18445,29.4609375
"72","10",2020,"Coho","M","Jul","02",18445,68.7421875
"73","10",2020,"Coho","U","Jul","02",18445,58.921875
"74","05",2020,"Coho","M","Jul","03",18446,143.1
"75","06",2020,"Coho","M","Jul","03",18446,1
"76","10",2020,"Coho",NA,"Jul","03",18446,49.1015625
"77","10",2020,"Coho","M","Jul","03",18446,235.6875
"78","10",2020,"Coho","U","Jul","03",18446,127.6640625
"79","05",2020,"Coho","M","Jul","04",18447,95.4
"80","10",2020,"Coho","M","Jul","04",18447,78.5625
"81","10",2020,"Coho","U","Jul","04",18447,49.1015625
"82","11",2020,"Coho","M","Jul","04",18447,28
"83","11",2020,"Coho","U","Jul","04",18447,14
"84","05",2020,"Coho","M","Jul","05",18448,59.625
"85","10",2020,"Coho",NA,"Jul","05",18448,9.8203125
"86","10",2020,"Coho","M","Jul","05",18448,137.484375
"87","10",2020,"Coho","U","Jul","05",18448,88.3828125
"88","11",2020,"Coho","U","Jul","05",18448,7
"89","05",2020,"Coho","M","Jul","06",18449,74.4705882352941
"90","09",2020,"Coho","M","Jul","06",18449,10.5
"91","10",2020,"Coho",NA,"Jul","06",18449,9.8203125
"92","10",2020,"Coho","M","Jul","06",18449,19.640625
"93","10",2020,"Coho","U","Jul","06",18449,49.1015625
"94","11",2020,"Coho","U","Jul","06",18449,7.2
"95","05",2020,"Coho","M","Jul","07",18450,86.8823529411765
"96","10",2020,"Coho",NA,"Jul","07",18450,58.921875
"97","10",2020,"Coho","M","Jul","07",18450,68.7421875
"98","10",2020,"Coho","U","Jul","07",18450,58.921875
"99","05",2020,"Coho","M","Jul","08",18451,86.8823529411765
"100","06",2020,"Coho","M","Jul","08",18451,6.54545454545455
"101","10",2020,"Coho",NA,"Jul","08",18451,19.640625
"102","10",2020,"Coho","M","Jul","08",18451,137.484375
"103","10",2020,"Coho","U","Jul","08",18451,98.203125
"104","05",2020,"Coho","M","Jul","09",18452,111.705882352941
"105","10",2020,"Coho","M","Jul","09",18452,157.125
"106","10",2020,"Coho","U","Jul","09",18452,108.0234375
"107","05",2020,"Coho","M","Jul","10",18453,173.764705882353
"108","06",2020,"Coho","M","Jul","10",18453,19.6363636363636
"109","09",2020,"Coho","M","Jul","10",18453,10.5
"110","10",2020,"Coho",NA,"Jul","10",18453,88.3828125
"111","10",2020,"Coho","M","Jul","10",18453,186.5859375
"112","10",2020,"Coho","U","Jul","10",18453,225.8671875
"113","11",2020,"Coho","M","Jul","10",18453,7.2
"114","05",2020,"Coho","M","Jul","11",18454,211
"115","06",2020,"Coho","M","Jul","11",18454,9.81818181818182
"116","10",2020,"Coho",NA,"Jul","11",18454,58.921875
"117","10",2020,"Coho","M","Jul","11",18454,265.1484375
"118","10",2020,"Coho","U","Jul","11",18454,255.328125
"119","11",2020,"Coho","U","Jul","11",18454,3.6
"120","05",2020,"Coho","M","Jul","12",18455,86.8823529411765
"121","05",2020,"Coho","U","Jul","12",18455,12.4117647058824
"122","10",2020,"Coho",NA,"Jul","12",18455,19.640625
"123","10",2020,"Coho","M","Jul","12",18455,294.609375
"124","10",2020,"Coho","U","Jul","12",18455,137.484375
"125","05",2020,"Coho","M","Jul","13",18456,62.6470588235294
"126","06",2020,"Coho","M","Jul","13",18456,5.14285714285714
"127","10",2020,"Coho",NA,"Jul","13",18456,9.8203125
"128","10",2020,"Coho","M","Jul","13",18456,98.203125
"129","10",2020,"Coho","U","Jul","13",18456,78.5625
"130","11",2020,"Coho","M","Jul","13",18456,7.45454545454546
"131","05",2020,"Coho","M","Jul","14",18457,25.0588235294118
"132","06",2020,"Coho","M","Jul","14",18457,25.7142857142857
"133","07",2020,"Coho","M","Jul","14",18457,1.25
"134","10",2020,"Coho","M","Jul","14",18457,78.5625
"135","10",2020,"Coho","U","Jul","14",18457,49.1015625
"136","11",2020,"Coho","U","Jul","14",18457,7.45454545454546
"137","06",2020,"Coho","M","Jul","15",18458,5.14285714285714
"138","10",2020,"Coho","M","Jul","15",18458,98.203125
"139","10",2020,"Coho","U","Jul","15",18458,78.5625
"140","11",2020,"Coho","U","Jul","15",18458,3.72727272727273
"141","13",2020,"Coho","M","Jul","15",18458,5
"142","05",2020,"Coho","M","Jul","16",18459,37.5882352941177
"143","09",2020,"Coho",NA,"Jul","16",18459,11.2037037037037
"144","09",2020,"Coho","M","Jul","16",18459,134.444444444444
"145","10",2020,"Coho","M","Jul","16",18459,127.558441558442
"146","10",2020,"Coho","U","Jul","16",18459,170.077922077922
"147","05",2020,"Coho","M","Jul","17",18460,12.5294117647059
"148","09",2020,"Coho","M","Jul","17",18460,112.037037037037
"149","10",2020,"Coho",NA,"Jul","17",18460,31.8896103896104
"150","10",2020,"Coho","M","Jul","17",18460,127.558441558442
"151","10",2020,"Coho","U","Jul","17",18460,148.818181818182
"152","11",2020,"Coho",NA,"Jul","17",18460,3.72727272727273
"153","11",2020,"Coho","M","Jul","17",18460,7.45454545454546
"154","05",2020,"Coho","M","Jul","18",18461,37.5882352941177
"155","07",2020,"Coho","M","Jul","18",18461,1.25
"156","07",2020,"Coho","U","Jul","18",18461,1.25
"157","09",2020,"Coho","M","Jul","18",18461,268.888888888889
"158","09",2020,"Coho","U","Jul","18",18461,22.4074074074074
"159","10",2020,"Coho",NA,"Jul","18",18461,10.6298701298701
"160","10",2020,"Coho","M","Jul","18",18461,116.928571428571
"161","10",2020,"Coho","U","Jul","18",18461,21.2597402597403
"162","11",2020,"Coho","M","Jul","18",18461,29.8181818181818
"163","11",2020,"Coho","U","Jul","18",18461,11.1818181818182
"164","13",2020,"Coho","U","Jul","18",18461,5
"165","05",2020,"Coho","M","Jul","19",18462,37.5882352941177
"166","07",2020,"Coho","U","Jul","19",18462,1.25
"167","09",2020,"Coho","M","Jul","19",18462,78.4259259259259
"168","09",2020,"Coho","U","Jul","19",18462,11.2037037037037
"169","10",2020,"Coho",NA,"Jul","19",18462,10.6298701298701
"170","10",2020,"Coho","M","Jul","19",18462,106.298701298701
"171","10",2020,"Coho","U","Jul","19",18462,21.2597402597403
"172","11",2020,"Coho","M","Jul","19",18462,11.1818181818182
"173","05",2020,"Coho","M","Jul","20",18463,16.7272727272727
"174","06",2020,"Coho","M","Jul","20",18463,10.4
"175","09",2020,"Coho",NA,"Jul","20",18463,22.4074074074074
"176","09",2020,"Coho","M","Jul","20",18463,56.0185185185185
"177","10",2020,"Coho","U","Jul","20",18463,31.8896103896104
"178","11",2020,"Coho","M","Jul","20",18463,6.09090909090909
"179","05",2020,"Coho","M","Jul","21",18464,16.7272727272727
"180","09",2020,"Coho","M","Jul","21",18464,56.0185185185185
"181","10",2020,"Coho",NA,"Jul","21",18464,10.6298701298701
"182","10",2020,"Coho","M","Jul","21",18464,21.2597402597403
"183","10",2020,"Coho","U","Jul","21",18464,10.6298701298701
"184","11",2020,"Coho","M","Jul","21",18464,12.1818181818182
"185","05",2020,"Coho",NA,"Jul","22",18465,16.7272727272727
"186","05",2020,"Coho","M","Jul","22",18465,16.7272727272727
"187","09",2020,"Coho","M","Jul","22",18465,78.4259259259259
"188","10",2020,"Coho","M","Jul","22",18465,74.4090909090909
"189","10",2020,"Coho","U","Jul","22",18465,42.5194805194805
"190","11",2020,"Coho","M","Jul","22",18465,6.09090909090909
"191","05",2020,"Coho","M","Jul","23",18466,33.4545454545455
"192","09",2020,"Coho",NA,"Jul","23",18466,33.6111111111111
"193","09",2020,"Coho","M","Jul","23",18466,56.0185185185185
"194","10",2020,"Coho","U","Jul","23",18466,63.7792207792208
"195","11",2020,"Coho","M","Jul","23",18466,12.1818181818182
"196","11",2020,"Coho","U","Jul","23",18466,6.09090909090909
"197","05",2020,"Coho","M","Jul","24",18467,8.36363636363637
"198","09",2020,"Coho","M","Jul","24",18467,89.6296296296296
"199","10",2020,"Coho","M","Jul","24",18467,63.7792207792208
"200","10",2020,"Coho","U","Jul","24",18467,74.4090909090909
"201","05",2020,"Coho","M","Jul","25",18468,41.8181818181818
"202","06",2020,"Coho","M","Jul","25",18468,2.6
"203","09",2020,"Coho",NA,"Jul","25",18468,22.4074074074074
"204","09",2020,"Coho","M","Jul","25",18468,145.648148148148
"205","10",2020,"Coho",NA,"Jul","25",18468,10.6298701298701
"206","10",2020,"Coho","M","Jul","25",18468,85.0389610389611
"207","10",2020,"Coho","U","Jul","25",18468,74.4090909090909
"208","11",2020,"Coho","U","Jul","25",18468,6.09090909090909
"209","13",2020,"Coho","M","Jul","25",18468,5
"210","05",2020,"Coho","M","Jul","26",18469,33.4545454545455
"211","09",2020,"Coho","M","Jul","26",18469,11.2037037037037
"212","10",2020,"Coho","M","Jul","26",18469,116.928571428571
"213","10",2020,"Coho","U","Jul","26",18469,63.7792207792208
"214","11",2020,"Coho","M","Jul","26",18469,6.09090909090909
"215","11",2020,"Coho","U","Jul","26",18469,12.1818181818182
"216","13",2020,"Coho",NA,"Jul","26",18469,5
"217","05",2020,"Coho","M","Jul","27",18470,71.6470588235294
"218","07",2020,"Coho","M","Jul","27",18470,4
"219","09",2020,"Coho","M","Jul","27",18470,17.3703703703704
"220","10",2020,"Coho","M","Jul","27",18470,89.7684210526316
"221","10",2020,"Coho","U","Jul","27",18470,41.4315789473684
"222","11",2020,"Coho",NA,"Jul","27",18470,8.41176470588236
"223","11",2020,"Coho","M","Jul","27",18470,8.41176470588236
"224","11",2020,"Coho","U","Jul","27",18470,4.20588235294118
"225","05",2020,"Coho","M","Jul","28",18471,17.9117647058824
"226","07",2020,"Coho","M","Jul","28",18471,2
"227","09",2020,"Coho",NA,"Jul","28",18471,17.3703703703704
"228","09",2020,"Coho","M","Jul","28",18471,34.7407407407407
"229","10",2020,"Coho",NA,"Jul","28",18471,6.90526315789474
"230","10",2020,"Coho","M","Jul","28",18471,55.2421052631579
"231","10",2020,"Coho","U","Jul","28",18471,41.4315789473684
"232","11",2020,"Coho","M","Jul","28",18471,4.20588235294118
"233","11",2020,"Coho","U","Jul","28",18471,4.20588235294118
"234","05",2020,"Coho","M","Jul","29",18472,71.6470588235294
"235","07",2020,"Coho","M","Jul","29",18472,4
"236","09",2020,"Coho","M","Jul","29",18472,34.7407407407407
"237","10",2020,"Coho",NA,"Jul","29",18472,6.90526315789474
"238","10",2020,"Coho","M","Jul","29",18472,41.4315789473684
"239","10",2020,"Coho","U","Jul","29",18472,69.0526315789474
"240","11",2020,"Coho","M","Jul","29",18472,21.0294117647059
"241","11",2020,"Coho","U","Jul","29",18472,4.20588235294118
"242","05",2020,"Coho",NA,"Jul","30",18473,17.9117647058824
"243","05",2020,"Coho","M","Jul","30",18473,35.8235294117647
"244","06",2020,"Coho","M","Jul","30",18473,16.6666666666667
"245","07",2020,"Coho",NA,"Jul","30",18473,2
"246","09",2020,"Coho",NA,"Jul","30",18473,17.3703703703704
"247","09",2020,"Coho","M","Jul","30",18473,69.4814814814815
"248","10",2020,"Coho","M","Jul","30",18473,41.4315789473684
"249","10",2020,"Coho","U","Jul","30",18473,34.5263157894737
"250","11",2020,"Coho","M","Jul","30",18473,12.6176470588235
"251","05",2020,"Coho","M","Jul","31",18474,35.8235294117647
"252","09",2020,"Coho","M","Jul","31",18474,34.7407407407407
"253","10",2020,"Coho","M","Jul","31",18474,27.621052631579
"254","10",2020,"Coho","U","Jul","31",18474,13.8105263157895
"255","11",2020,"Coho","U","Jul","31",18474,4.20588235294118
"256","05",2020,"Coho","M","Aug","01",18475,161.205882352941
"257","09",2020,"Coho","M","Aug","01",18475,121.592592592593
"258","10",2020,"Coho",NA,"Aug","01",18475,6.90526315789474
"259","10",2020,"Coho","M","Aug","01",18475,82.8631578947369
"260","10",2020,"Coho","U","Aug","01",18475,41.4315789473684
"261","11",2020,"Coho","M","Aug","01",18475,8.41176470588236
"262","11",2020,"Coho","U","Aug","01",18475,8.41176470588236
"263","05",2020,"Coho","M","Aug","02",18476,197.029411764706
"264","06",2020,"Coho","M","Aug","02",18476,8.33333333333333
"265","09",2020,"Coho",NA,"Aug","02",18476,17.3703703703704
"266","09",2020,"Coho","M","Aug","02",18476,86.8518518518519
"267","09",2020,"Coho","U","Aug","02",18476,17.3703703703704
"268","10",2020,"Coho","M","Aug","02",18476,41.4315789473684
"269","10",2020,"Coho","U","Aug","02",18476,13.8105263157895
"270","11",2020,"Coho","M","Aug","02",18476,29.4411764705882
"271","11",2020,"Coho","U","Aug","02",18476,25.2352941176471
"272","13",2020,"Coho","M","Aug","02",18476,4.38461538461539
"273","05",2020,"Coho","M","Aug","03",18477,140.833333333333
"274","06",2020,"Coho","M","Aug","03",18477,25.2413793103448
"275","07",2020,"Coho","M","Aug","03",18477,21.8888888888889
"276","09",2020,"Coho","M","Aug","03",18477,52.3913043478261
"277","10",2020,"Coho","M","Aug","03",18477,20.7209302325581
"278","10",2020,"Coho","U","Aug","03",18477,31.0813953488372
"279","11",2020,"Coho",NA,"Aug","03",18477,5.78571428571429
"280","11",2020,"Coho","M","Aug","03",18477,5.78571428571429
"281","05",2020,"Coho","M","Aug","04",18478,84.5
"282","06",2020,"Coho","M","Aug","04",18478,18.9310344827586
"283","09",2020,"Coho","M","Aug","04",18478,10.4782608695652
"284","10",2020,"Coho",NA,"Aug","04",18478,41.4418604651163
"285","10",2020,"Coho","M","Aug","04",18478,20.7209302325581
"286","10",2020,"Coho","U","Aug","04",18478,62.1627906976744
"287","11",2020,"Coho","M","Aug","04",18478,11.5714285714286
"288","05",2020,"Coho",NA,"Aug","05",18479,28.1666666666667
"289","05",2020,"Coho","M","Aug","05",18479,169
"290","07",2020,"Coho","M","Aug","05",18479,21.8888888888889
"291","09",2020,"Coho","M","Aug","05",18479,31.4347826086957
"292","10",2020,"Coho","M","Aug","05",18479,72.5232558139535
"293","10",2020,"Coho","U","Aug","05",18479,62.1627906976744
"294","11",2020,"Coho","M","Aug","05",18479,28.9285714285714
"295","11",2020,"Coho","U","Aug","05",18479,17.3571428571429
"296","12",2020,"Coho","U","Aug","05",18479,10.3781512605042
"297","05",2020,"Coho",NA,"Aug","06",18480,28.1666666666667
"298","05",2020,"Coho","M","Aug","06",18480,28.1666666666667
"299","06",2020,"Coho","M","Aug","06",18480,6.31034482758621
"300","09",2020,"Coho","M","Aug","06",18480,52.3913043478261
"301","10",2020,"Coho","M","Aug","06",18480,31.0813953488372
"302","10",2020,"Coho","U","Aug","06",18480,31.0813953488372
"303","05",2020,"Coho","M","Aug","07",18481,140.833333333333
"304","06",2020,"Coho","M","Aug","07",18481,18.9310344827586
"305","07",2020,"Coho","M","Aug","07",18481,21.8888888888889
"306","07",2020,"Coho","U","Aug","07",18481,21.8888888888889
"307","09",2020,"Coho","M","Aug","07",18481,115.260869565217
"308","10",2020,"Coho","M","Aug","07",18481,103.604651162791
"309","10",2020,"Coho","U","Aug","07",18481,82.8837209302326
"310","11",2020,"Coho",NA,"Aug","07",18481,5.78571428571429
"311","11",2020,"Coho","M","Aug","07",18481,11.5714285714286
"312","11",2020,"Coho","U","Aug","07",18481,11.5714285714286
"313","12",2020,"Coho","U","Aug","07",18481,10.3781512605042
"314","13",2020,"Coho","M","Aug","07",18481,4.38461538461539
"315","05",2020,"Coho","M","Aug","08",18482,140.833333333333
"316","06",2020,"Coho",NA,"Aug","08",18482,6.31034482758621
"317","09",2020,"Coho","M","Aug","08",18482,136.217391304348
"318","10",2020,"Coho",NA,"Aug","08",18482,20.7209302325581
"319","10",2020,"Coho","M","Aug","08",18482,93.2441860465117
"320","10",2020,"Coho","U","Aug","08",18482,72.5232558139535
"321","11",2020,"Coho",NA,"Aug","08",18482,5.78571428571429
"322","11",2020,"Coho","M","Aug","08",18482,5.78571428571429
"323","11",2020,"Coho","U","Aug","08",18482,23.1428571428571
"324","12",2020,"Coho","M","Aug","08",18482,41.5126050420168
"325","05",2020,"Coho",NA,"Aug","09",18483,42.25
"326","05",2020,"Coho","M","Aug","09",18483,422.5
"327","06",2020,"Coho",NA,"Aug","09",18483,6.31034482758621
"328","06",2020,"Coho","M","Aug","09",18483,18.9310344827586
"329","07",2020,"Coho","U","Aug","09",18483,43.7777777777778
"330","09",2020,"Coho",NA,"Aug","09",18483,10.4782608695652
"331","09",2020,"Coho","M","Aug","09",18483,73.3478260869566
"332","10",2020,"Coho","M","Aug","09",18483,82.8837209302326
"333","10",2020,"Coho","U","Aug","09",18483,62.1627906976744
"334","11",2020,"Coho",NA,"Aug","09",18483,5.78571428571429
"335","11",2020,"Coho","M","Aug","09",18483,17.3571428571429
"336","11",2020,"Coho","U","Aug","09",18483,5.78571428571429
"337","12",2020,"Coho","M","Aug","09",18483,10.3781512605042
"338","05",2020,"Coho","M","Aug","10",18484,183.083333333333
"339","06",2020,"Coho",NA,"Aug","10",18484,6.31034482758621
"340","06",2020,"Coho","M","Aug","10",18484,12.6206896551724
"341","09",2020,"Coho","M","Aug","10",18484,30
"342","10",2020,"Coho","M","Aug","10",18484,119.424
"343","10",2020,"Coho","U","Aug","10",18484,22.392
"344","11",2020,"Coho","M","Aug","10",18484,6.77777777777778
"345","11",2020,"Coho","U","Aug","10",18484,3.38888888888889
"346","13",2020,"Coho",NA,"Aug","10",18484,4.38461538461539
"347","05",2020,"Coho","M","Aug","11",18485,140.833333333333
"348","09",2020,"Coho","M","Aug","11",18485,60
"349","10",2020,"Coho",NA,"Aug","11",18485,14.928
"350","10",2020,"Coho","M","Aug","11",18485,82.104
"351","12",2020,"Coho","M","Aug","11",18485,41.5126050420168
"352","05",2020,"Coho",NA,"Aug","12",18486,28.1666666666667
"353","05",2020,"Coho","M","Aug","12",18486,126.75
"354","06",2020,"Coho",NA,"Aug","12",18486,6.31034482758621
"355","06",2020,"Coho","M","Aug","12",18486,18.9310344827586
"356","09",2020,"Coho","M","Aug","12",18486,50
"357","10",2020,"Coho","M","Aug","12",18486,82.104
"358","10",2020,"Coho","U","Aug","12",18486,52.248
"359","11",2020,"Coho","M","Aug","12",18486,6.77777777777778
"360","11",2020,"Coho","U","Aug","12",18486,6.77777777777778
"361","12",2020,"Coho","M","Aug","12",18486,103.781512605042
"362","05",2020,"Coho",NA,"Aug","13",18487,28.1666666666667
"363","05",2020,"Coho","M","Aug","13",18487,70.4166666666667
"364","07",2020,"Coho",NA,"Aug","13",18487,43.7777777777778
"365","09",2020,"Coho","M","Aug","13",18487,100
"366","10",2020,"Coho","M","Aug","13",18487,37.32
"367","10",2020,"Coho","U","Aug","13",18487,82.104
"368","11",2020,"Coho",NA,"Aug","13",18487,3.38888888888889
"369","11",2020,"Coho","M","Aug","13",18487,3.38888888888889
"370","12",2020,"Coho","M","Aug","13",18487,51.890756302521
"371","12",2020,"Coho","U","Aug","13",18487,20.7563025210084
"372","05",2020,"Coho",NA,"Aug","14",18488,14.0833333333333
"373","05",2020,"Coho","M","Aug","14",18488,183.083333333333
"374","06",2020,"Coho","M","Aug","14",18488,12.6206896551724
"375","09",2020,"Coho","M","Aug","14",18488,70
"376","09",2020,"Coho","U","Aug","14",18488,10
"377","10",2020,"Coho",NA,"Aug","14",18488,14.928
"378","10",2020,"Coho","M","Aug","14",18488,52.248
"379","10",2020,"Coho","U","Aug","14",18488,52.248
"380","11",2020,"Coho","M","Aug","14",18488,3.38888888888889
"381","11",2020,"Coho","U","Aug","14",18488,6.77777777777778
"382","12",2020,"Coho","M","Aug","14",18488,103.781512605042
"383","05",2020,"Coho","M","Aug","15",18489,197.166666666667
"384","06",2020,"Coho","M","Aug","15",18489,25.2413793103448
"385","07",2020,"Coho","M","Aug","15",18489,21.8888888888889
"386","09",2020,"Coho",NA,"Aug","15",18489,20
"387","09",2020,"Coho","M","Aug","15",18489,80
"388","10",2020,"Coho",NA,"Aug","15",18489,7.464
"389","10",2020,"Coho","M","Aug","15",18489,111.96
"390","10",2020,"Coho","U","Aug","15",18489,67.176
"391","11",2020,"Coho",NA,"Aug","15",18489,3.38888888888889
"392","11",2020,"Coho","M","Aug","15",18489,6.77777777777778
"393","12",2020,"Coho","M","Aug","15",18489,83.0252100840336
"394","12",2020,"Coho","U","Aug","15",18489,10.3781512605042
"395","05",2020,"Coho",NA,"Aug","16",18490,13.6883116883117
"396","05",2020,"Coho","M","Aug","16",18490,410.649350649351
"397","06",2020,"Coho",NA,"Aug","16",18490,10.2857142857143
"398","06",2020,"Coho","M","Aug","16",18490,51.4285714285714
"399","07",2020,"Coho","M","Aug","16",18490,11.1196581196581
"400","09",2020,"Coho","M","Aug","16",18490,40
"401","09",2020,"Coho","U","Aug","16",18490,10
"402","10",2020,"Coho",NA,"Aug","16",18490,14.928
"403","10",2020,"Coho","M","Aug","16",18490,37.32
"404","10",2020,"Coho","U","Aug","16",18490,82.104
"405","11",2020,"Coho","U","Aug","16",18490,10.1666666666667
"406","12",2020,"Coho","U","Aug","16",18490,10.3781512605042
"407","13",2020,"Coho","M","Aug","16",18490,4.38461538461539
"408","05",2020,"Coho","M","Aug","17",18491,27.3766233766234
"409","09",2020,"Coho","M","Aug","17",18491,60.8571428571429
"410","10",2020,"Coho",NA,"Aug","17",18491,30.231884057971
"411","10",2020,"Coho","M","Aug","17",18491,22.6739130434783
"412","10",2020,"Coho","U","Aug","17",18491,37.7898550724638
"413","11",2020,"Coho","M","Aug","17",18491,12.3636363636364
"414","11",2020,"Coho","U","Aug","17",18491,6.18181818181818
"415","12",2020,"Coho","M","Aug","17",18491,41.5126050420168
"416","12",2020,"Coho","U","Aug","17",18491,10.3781512605042
"417","13",2020,"Coho",NA,"Aug","17",18491,4.38461538461539
"418","13",2020,"Coho","M","Aug","17",18491,4.38461538461539
"419","05",2020,"Coho",NA,"Aug","18",18492,13.6883116883117
"420","05",2020,"Coho","M","Aug","18",18492,150.571428571429
"421","06",2020,"Coho",NA,"Aug","18",18492,10.2857142857143
"422","09",2020,"Coho","M","Aug","18",18492,40.5714285714286
"423","10",2020,"Coho","M","Aug","18",18492,22.6739130434783
"424","10",2020,"Coho","U","Aug","18",18492,30.231884057971
"425","11",2020,"Coho","M","Aug","18",18492,24.7272727272727
"426","11",2020,"Coho","U","Aug","18",18492,6.18181818181818
"427","12",2020,"Coho",NA,"Aug","18",18492,20.7563025210084
"428","12",2020,"Coho","M","Aug","18",18492,31.1344537815126
"429","05",2020,"Coho",NA,"Aug","19",18493,27.3766233766234
"430","05",2020,"Coho","M","Aug","19",18493,260.077922077922
"431","06",2020,"Coho",NA,"Aug","19",18493,10.2857142857143
"432","06",2020,"Coho","M","Aug","19",18493,30.8571428571429
"433","06",2020,"Coho","U","Aug","19",18493,10.2857142857143
"434","07",2020,"Coho","M","Aug","19",18493,22.2393162393162
"435","07",2020,"Coho","U","Aug","19",18493,11.1196581196581
"436","09",2020,"Coho",NA,"Aug","19",18493,10.1428571428571
"437","09",2020,"Coho","M","Aug","19",18493,91.2857142857143
"438","09",2020,"Coho","U","Aug","19",18493,10.1428571428571
"439","10",2020,"Coho","M","Aug","19",18493,68.0217391304348
"440","10",2020,"Coho","U","Aug","19",18493,83.1376811594203
"441","11",2020,"Coho",NA,"Aug","19",18493,6.18181818181818
"442","11",2020,"Coho","M","Aug","19",18493,6.18181818181818
"443","11",2020,"Coho","U","Aug","19",18493,18.5454545454545
"444","12",2020,"Coho","M","Aug","19",18493,114.159663865546
"445","12",2020,"Coho","U","Aug","19",18493,41.5126050420168
